100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_09:14:47.69,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,0.73,0.37,0.15,0.83,63.43,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.29,0.29,0.00,0.73,0.37,0.54,0.98,63.43,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:14:48.21,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.10,0.37,0.10,1.16,71.57,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.29,0.29,0.00,0.73,0.37,0.54,0.98,63.43,0.00,0.00,0.49,0.49,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:14:48.74,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.46,0.37,0.05,1.51,75.96,1.10,-1.10,0.29,1.58,135.00,0.37,-0.37,0.39,0.65,135.00,0.00,-1.10,0.83,1.38,180.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.44,0.57,90.00,-0.37,0.00,0.54,0.65,270.00
20201120_09:14:49.27,99.9,99.9,999.9,001,0.00,1.10,0.15,1.11,0.00,1.46,0.73,0.00,1.63,63.43,1.10,-1.10,0.29,1.58,135.00,0.37,-0.37,0.39,0.65,135.00,0.00,-1.10,0.83,1.38,180.00,0.00,-0.37,0.44,0.57,180.00,0.37,-0.73,0.54,0.98,153.43,-0.73,0.18,0.37,0.84,284.04,0.37,0.00,0.44,0.57,90.00,-0.73,0.00,0.49,0.88,270.00
20201120_09:14:49.80,99.9,99.9,999.9,001,0.73,1.10,0.05,1.32,33.69,1.83,1.83,-0.20,2.59,45.00,1.10,-1.10,0.29,1.58,135.00,0.37,-0.37,0.39,0.65,135.00,0.00,-1.46,0.88,1.71,180.00,0.37,-1.10,0.49,1.26,161.57,0.00,-0.73,0.49,0.88,180.00,-0.73,0.37,0.34,0.89,296.57,0.37,-0.73,0.54,0.98,153.43,-0.37,1.10,0.39,1.22,341.57
20201120_09:14:50.32,99.9,99.9,999.9,001,0.73,1.10,0.05,1.32,33.69,1.83,1.83,-0.20,2.59,45.00,0.73,-1.10,0.24,1.34,146.31,0.37,-0.37,0.39,0.65,135.00,-0.73,-1.83,0.93,2.18,201.80,0.18,-1.10,0.51,1.22,170.54,0.37,-0.73,0.44,0.93,153.43,-0.73,0.37,0.44,0.93,296.57,0.37,-0.73,0.54,0.98,153.43,-0.37,1.10,0.39,1.22,341.57
20201120_09:14:50.85,99.9,99.9,999.9,001,0.73,1.10,0.05,1.32,33.69,2.19,1.46,-0.20,2.64,56.31,0.73,-1.10,0.24,1.34,146.31,0.37,-0.73,0.34,0.89,153.43,-0.73,-1.83,0.93,2.18,201.80,0.00,-1.10,0.54,1.22,180.00,-0.37,-0.73,0.54,0.98,206.57,-0.73,0.37,0.44,0.93,296.57,0.37,-0.73,0.54,0.98,153.43,-6.58,1.10,1.22,6.78,279.46
20201120_09:14:51.38,99.9,99.9,999.9,001,0.37,1.10,0.10,1.16,18.43,1.83,0.73,-0.15,1.97,68.20,0.73,-1.10,0.24,1.34,146.31,0.00,-0.73,0.39,0.83,180.00,-0.73,-1.83,0.93,2.18,201.80,3.47,-1.10,0.07,3.64,107.53,-0.37,-0.73,0.54,0.98,206.57,-0.73,0.37,0.44,0.93,296.57,-0.37,-0.37,0.49,0.71,225.00,-6.94,1.10,1.18,7.13,278.97
20201120_09:14:51.90,99.9,99.9,999.9,001,0.00,0.73,0.10,0.74,0.00,1.83,0.37,0.00,1.86,78.69,0.73,-1.10,0.24,1.34,146.31,0.00,-0.73,0.39,0.83,180.00,-0.73,-1.83,0.93,2.18,201.80,6.94,-0.73,-0.44,7.00,96.01,-0.37,-0.37,0.49,0.71,225.00,-0.73,0.00,0.49,0.88,270.00,-0.37,-0.37,0.49,0.71,225.00,-6.58,4.39,0.78,7.95,303.69
20201120_09:14:52.43,99.9,99.9,999.9,001,0.00,0.00,0.20,0.20,0.00,1.83,0.73,-0.05,1.97,68.20,0.73,-0.73,0.29,1.07,135.00,0.00,-0.37,0.34,0.50,180.00,-1.10,-1.10,0.78,1.74,225.00,6.94,-0.73,-0.44,7.00,96.01,-0.37,-0.37,0.49,0.71,225.00,-0.73,0.37,0.44,0.93,296.57,-0.37,-0.37,0.49,0.71,225.00,-0.37,0.00,0.54,0.65,270.00
20201120_09:14:52.96,99.9,99.9,999.9,001,0.00,0.37,0.24,0.44,0.00,1.46,0.37,-0.05,1.51,75.96,0.73,-0.73,0.29,1.07,135.00,0.00,0.00,0.39,0.39,0.00,-0.73,-1.10,0.83,1.56,213.69,6.94,-0.73,-0.44,7.00,96.01,-0.73,-0.37,0.54,0.98,243.43,-0.73,0.00,0.49,0.88,270.00,0.00,-0.37,0.44,0.57,180.00,-0.37,-0.37,0.59,0.78,225.00
20201120_09:14:53.48,99.9,99.9,999.9,001,-0.18,0.00,0.22,0.29,270.00,1.46,0.37,-0.05,1.51,75.96,0.73,0.00,0.29,0.79,90.00,0.00,-0.37,0.34,0.50,180.00,-0.73,0.00,0.78,1.07,270.00,6.94,-0.37,-0.49,6.97,93.01,-0.73,0.37,0.64,1.04,296.57,-4.39,0.00,0.98,4.49,270.00,-0.37,0.00,0.44,0.57,270.00,-3.47,0.37,1.10,3.66,276.01
20201120_09:14:54.01,99.9,99.9,999.9,001,-0.18,0.18,0.34,0.43,315.00,1.10,0.37,0.00,1.16,71.57,0.73,-0.37,0.24,0.85,116.57,0.37,-0.73,0.24,0.85,153.43,-1.46,0.00,0.78,1.66,270.00,6.94,0.00,-0.54,6.97,90.00,-0.73,0.37,0.64,1.04,296.57,-8.41,0.00,1.52,8.54,270.00,-0.37,0.00,0.44,0.57,270.00,-3.66,0.00,0.88,3.76,270.00
20201120_09:14:54.54,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,1.10,0.73,0.05,1.32,56.31,0.37,-0.37,0.29,0.59,135.00,0.37,-0.73,0.24,0.85,153.43,-1.46,0.73,0.78,1.81,296.57,0.00,-0.37,0.34,0.50,180.00,-0.73,0.73,0.59,1.19,315.00,-4.75,0.00,1.03,4.86,270.00,-0.37,0.37,0.49,0.71,315.00,-1.10,0.37,0.59,1.30,288.43
20201120_09:14:55.07,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,1.10,0.37,0.20,1.17,71.57,0.37,-0.37,0.29,0.59,135.00,-0.37,-0.73,0.34,0.89,206.57,-1.46,1.28,0.86,2.12,311.19,0.00,-0.73,0.29,0.79,180.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.37,0.39,0.65,315.00,-0.37,0.73,0.54,0.98,333.43,-1.10,0.00,0.54,1.22,270.00
20201120_09:14:55.59,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,0.73,0.37,0.24,0.85,63.43,0.37,-1.83,0.10,1.87,168.69,-0.37,-0.37,0.39,0.65,225.00,-1.46,1.28,0.86,2.12,311.19,-0.37,-0.73,0.34,0.89,206.57,-0.37,0.73,0.54,0.98,333.43,-0.37,0.37,0.39,0.65,315.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.00,0.44,0.57,270.00
20201120_09:14:56.12,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,0.37,0.37,0.29,0.59,45.00,0.37,-1.83,0.10,1.87,168.69,-0.37,-0.37,0.39,0.65,225.00,-1.46,1.28,0.86,2.12,311.19,-0.37,-0.73,0.34,0.89,206.57,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.00,0.44,0.57,270.00
20201120_09:14:56.65,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,0.37,0.37,0.29,0.59,45.00,0.37,-0.73,0.24,0.85,153.43,-0.37,0.00,0.44,0.57,270.00,-1.46,1.10,0.73,1.97,306.87,-0.37,-0.73,0.34,0.89,206.57,-0.37,0.73,0.54,0.98,333.43,-0.37,0.37,0.39,0.65,315.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.00,0.44,0.57,270.00
20201120_09:14:57.17,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,0.37,0.37,0.29,0.59,45.00,0.37,-0.73,0.24,0.85,153.43,-0.37,0.00,0.44,0.57,270.00,-0.91,1.10,0.66,1.57,320.19,-0.37,-0.55,0.37,0.75,213.69,-0.37,0.73,0.54,0.98,333.43,-0.37,0.73,0.44,0.93,333.43,-0.37,0.55,0.51,0.84,326.31,-0.37,0.73,0.54,0.98,333.43
20201120_09:14:57.70,99.9,99.9,999.9,001,0.00,0.73,0.49,0.88,0.00,0.37,0.37,0.29,0.59,45.00,0.37,-0.73,0.24,0.85,153.43,0.00,0.00,0.39,0.39,0.00,-1.46,1.10,0.73,1.97,306.87,-0.37,-0.55,0.37,0.75,213.69,-0.37,0.37,0.49,0.71,315.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.55,0.51,0.84,326.31,-0.37,0.73,0.54,0.98,333.43
20201120_09:14:58.23,99.9,99.9,999.9,001,0.00,0.73,0.49,0.88,0.00,0.37,0.00,0.24,0.44,90.00,0.37,-0.73,0.24,0.85,153.43,0.00,0.00,0.39,0.39,0.00,-1.46,1.10,0.73,1.97,306.87,-0.37,-0.55,0.37,0.75,213.69,-0.37,0.37,0.49,0.71,315.00,-0.37,0.73,0.44,0.93,333.43,-0.37,0.55,0.51,0.84,326.31,-0.37,0.73,0.54,0.98,333.43
20201120_09:14:58.75,99.9,99.9,999.9,001,0.00,0.73,0.49,0.88,0.00,0.37,0.00,0.24,0.44,90.00,0.37,-1.10,0.20,1.17,161.57,0.37,0.00,0.34,0.50,90.00,-1.10,1.10,0.69,1.70,315.00,-0.37,-0.37,0.39,0.65,225.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.37,0.49,0.71,315.00,-0.37,0.55,0.51,0.84,326.31,-0.37,0.73,0.54,0.98,333.43
20201120_09:14:59.28,99.9,99.9,999.9,001,-0.37,0.73,0.44,0.93,333.43,0.73,-0.37,0.15,0.83,116.57,0.73,-0.73,0.20,1.05,135.00,0.37,0.00,0.34,0.50,90.00,-1.10,0.73,0.73,1.51,303.69,-0.37,-0.37,0.39,0.65,225.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.37,0.49,0.71,315.00,-0.37,0.37,0.59,0.78,315.00,-0.37,0.73,0.54,0.98,333.43
20201120_09:14:59.81,99.9,99.9,999.9,001,0.73,-0.37,0.15,0.83,116.57,0.73,-0.73,0.20,1.05,135.00,0.73,-0.73,0.20,1.05,135.00,0.00,-0.37,0.34,0.50,180.00,-1.46,0.37,0.73,1.68,284.04,-0.37,0.00,0.44,0.57,270.00,-0.37,0.73,0.54,0.98,333.43,0.00,0.18,0.42,0.45,0.00,-0.73,0.37,0.64,1.04,296.57,-0.37,0.00,0.54,0.65,270.00
20201120_09:15:00.34,99.9,99.9,999.9,001,1.83,-0.37,0.00,1.86,101.31,0.73,-0.37,0.24,0.85,116.57,1.10,-0.73,0.15,1.33,123.69,0.37,0.00,0.34,0.50,90.00,-1.46,0.73,0.78,1.81,296.57,-0.37,0.37,0.49,0.71,315.00,-0.37,0.73,0.54,0.98,333.43,-0.73,0.00,0.49,0.88,270.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.49,0.49,0.00
20201120_09:15:00.86,99.9,99.9,999.9,001,0.73,-0.37,0.15,0.83,116.57,0.73,-0.37,0.24,0.85,116.57,1.10,-0.73,0.15,1.33,123.69,0.37,-0.37,0.29,0.59,135.00,-1.10,0.37,0.78,1.40,288.43,-0.37,0.37,0.49,0.71,315.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.59,0.59,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:15:01.39,99.9,99.9,999.9,001,0.00,-0.37,0.24,0.44,180.00,0.73,-0.37,0.24,0.85,116.57,1.10,-0.73,0.15,1.33,123.69,0.37,-0.37,0.29,0.59,135.00,-1.10,0.37,0.78,1.40,288.43,-0.37,0.00,0.44,0.57,270.00,-0.37,0.73,0.54,0.98,333.43,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.59,0.59,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:15:01.92,99.9,99.9,999.9,001,0.00,-0.73,0.39,0.83,180.00,0.73,-0.37,0.24,0.85,116.57,0.37,-0.37,0.29,0.59,135.00,0.00,-0.37,0.24,0.44,180.00,-0.73,0.37,0.73,1.10,296.57,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.59,0.59,0.00,-0.37,-0.37,0.49,0.71,225.00
20201120_09:15:02.44,99.9,99.9,999.9,001,0.00,-0.73,0.39,0.83,180.00,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.37,0.00,0.34,0.50,90.00,-1.10,0.73,0.83,1.56,303.69,-0.37,0.37,0.49,0.71,315.00,-0.37,0.73,0.54,0.98,333.43,-0.73,0.00,0.49,0.88,270.00,0.00,-0.37,0.54,0.65,180.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:02.97,99.9,99.9,999.9,001,0.00,-0.73,0.39,0.83,180.00,0.73,-0.37,0.24,0.85,116.57,0.73,0.00,0.39,0.83,90.00,0.73,0.00,0.39,0.83,90.00,-0.73,1.10,0.93,1.61,326.31,-0.37,0.37,0.49,0.71,315.00,0.37,0.73,0.64,1.04,26.57,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:03.50,99.9,99.9,999.9,001,0.00,-0.73,0.39,0.83,180.00,0.37,-0.37,0.29,0.59,135.00,0.37,0.00,0.34,0.50,90.00,0.37,0.00,0.34,0.50,90.00,-1.10,1.46,0.83,2.01,323.13,-0.37,0.37,0.49,0.71,315.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.37,0.54,0.65,0.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:04.02,99.9,99.9,999.9,001,0.00,-0.73,0.39,0.83,180.00,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.73,0.00,0.39,0.83,90.00,-1.10,1.46,0.83,2.01,323.13,-0.37,0.37,0.49,0.71,315.00,0.00,0.37,0.54,0.65,0.00,-0.73,0.00,0.49,0.88,270.00,0.00,0.37,0.54,0.65,0.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:04.55,99.9,99.9,999.9,001,0.00,-0.73,0.39,0.83,180.00,0.73,-0.37,0.24,0.85,116.57,0.73,-0.37,0.34,0.89,116.57,0.73,0.37,0.44,0.93,63.43,-0.73,1.46,0.88,1.86,333.43,0.37,0.37,0.59,0.78,45.00,0.00,0.37,0.54,0.65,0.00,-0.55,0.00,0.51,0.75,270.00,0.00,0.00,0.49,0.49,0.00,-0.18,1.10,0.61,1.27,350.54
20201120_09:15:05.08,99.9,99.9,999.9,001,0.00,-0.37,0.34,0.50,180.00,1.10,-0.37,0.29,1.19,108.43,0.73,0.00,0.29,0.79,90.00,0.73,0.37,0.44,0.93,63.43,-0.73,1.46,0.88,1.86,333.43,0.37,0.37,0.59,0.78,45.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.00,0.54,0.65,270.00,0.37,0.37,0.59,0.78,45.00,-5.30,1.10,-0.07,5.41,281.69
20201120_09:15:05.61,99.9,99.9,999.9,001,0.00,-0.37,0.34,0.50,180.00,1.10,-0.37,0.29,1.19,108.43,0.73,0.00,0.29,0.79,90.00,0.73,0.37,0.44,0.93,63.43,-0.37,1.46,0.93,1.77,345.96,0.37,0.00,0.54,0.65,90.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.49,0.49,0.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:06.13,99.9,99.9,999.9,001,0.00,-0.37,0.34,0.50,180.00,1.10,-0.37,0.29,1.19,108.43,0.73,0.00,0.29,0.79,90.00,0.73,0.37,0.44,0.93,63.43,-0.37,1.46,0.93,1.77,345.96,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00,-0.73,0.00,0.49,0.88,270.00,0.37,0.00,0.54,0.65,90.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:06.66,99.9,99.9,999.9,001,-0.37,0.37,0.39,0.65,315.00,1.10,-0.37,0.29,1.19,108.43,0.37,0.00,0.24,0.44,90.00,0.37,0.37,0.39,0.65,45.00,0.00,1.46,0.69,1.61,0.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.37,0.49,0.71,315.00,-1.10,0.55,0.51,1.33,296.57,0.00,0.18,0.51,0.55,0.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:07.19,99.9,99.9,999.9,001,0.00,0.37,0.34,0.50,0.00,1.10,-0.73,0.24,1.34,123.69,0.37,0.00,0.24,0.44,90.00,0.37,0.37,0.39,0.65,45.00,-0.37,1.46,0.73,1.68,345.96,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.44,0.57,270.00,-0.73,0.00,0.39,0.83,270.00,0.00,0.18,0.51,0.55,0.00,-0.37,1.10,0.59,1.30,341.57
20201120_09:15:07.71,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.73,-0.73,0.20,1.05,135.00,0.37,0.00,0.24,0.44,90.00,0.37,0.37,0.39,0.65,45.00,-0.37,-0.37,0.59,0.78,225.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,0.37,0.18,0.56,0.70,63.43,-0.37,0.37,0.49,0.71,315.00
20201120_09:15:08.24,99.9,99.9,999.9,001,-0.37,0.00,0.34,0.50,270.00,1.10,-0.37,0.20,1.17,108.43,0.37,-0.37,0.20,0.55,135.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.54,0.65,180.00,-0.73,0.00,0.49,0.88,270.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,0.37,0.00,0.54,0.65,90.00,0.00,0.37,0.44,0.57,0.00
20201120_09:15:08.77,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,1.10,0.00,0.15,1.11,90.00,0.37,-0.37,0.20,0.55,135.00,0.00,-0.37,0.34,0.50,180.00,-0.73,0.00,0.59,0.94,270.00,0.37,0.00,0.44,0.57,90.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.37,-0.18,0.42,0.58,243.43,0.00,0.37,0.44,0.57,0.00
20201120_09:15:09.29,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,1.10,0.00,0.15,1.11,90.00,0.37,-0.37,0.20,0.55,135.00,0.37,-0.37,0.29,0.59,135.00,-0.37,-0.37,0.59,0.78,225.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.73,0.00,0.49,0.88,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:15:09.82,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,1.83,0.00,0.05,1.83,90.00,0.37,-0.37,0.20,0.55,135.00,0.37,-0.37,0.29,0.59,135.00,-0.73,-0.37,0.64,1.04,243.43,-0.73,0.00,0.49,0.88,270.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.73,0.00,0.49,0.88,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:15:10.35,99.9,99.9,999.9,001,-0.37,0.00,0.24,0.44,270.00,1.83,0.00,0.05,1.83,90.00,0.37,-0.37,0.20,0.55,135.00,0.00,-0.37,0.34,0.50,180.00,-0.73,-0.37,0.64,1.04,243.43,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:10.88,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,0.00,0.15,1.11,90.00,0.37,-0.37,0.20,0.55,135.00,0.00,0.00,0.39,0.39,0.00,-0.73,0.37,0.73,1.10,296.57,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:11.40,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,0.00,0.15,1.11,90.00,0.37,-0.37,0.20,0.55,135.00,0.00,0.37,0.44,0.57,0.00,-0.73,0.73,0.69,1.24,315.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:11.93,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,0.00,0.15,1.11,90.00,0.37,-0.37,0.20,0.55,135.00,0.00,0.00,0.39,0.39,0.00,-0.37,1.10,0.78,1.40,341.57,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:12.46,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,1.10,0.37,0.20,1.17,71.57,0.37,0.00,0.24,0.44,90.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.73,0.73,1.10,333.43,-0.37,0.37,0.49,0.71,315.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:12.98,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.73,0.37,0.24,0.85,63.43,0.37,0.00,0.24,0.44,90.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.73,0.73,1.10,333.43,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:13.51,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.29,0.59,45.00,0.00,0.00,0.20,0.20,0.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.37,0.69,0.86,315.00,-0.37,0.37,0.49,0.71,315.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:14.04,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.00,0.24,0.44,90.00,0.00,0.00,0.20,0.20,0.00,0.00,0.37,0.44,0.57,0.00,0.37,0.37,0.69,0.86,45.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:14.56,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.29,0.59,45.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:15.09,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.29,0.59,45.00,-0.37,0.00,0.24,0.44,270.00,-0.37,0.00,0.34,0.50,270.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00
20201120_09:15:15.62,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.00,0.24,0.44,90.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.39,0.39,0.00,0.73,0.00,0.59,0.94,90.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:15:16.15,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.00,0.24,0.44,90.00,0.00,0.00,0.20,0.20,0.00,0.00,0.00,0.39,0.39,0.00,0.73,-0.37,0.54,0.98,116.57,0.37,0.37,0.49,0.71,45.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.73,0.00,0.49,0.88,90.00
20201120_09:15:16.67,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.00,0.24,0.44,90.00,0.00,-0.37,0.24,0.44,180.00,0.00,-0.37,0.34,0.50,180.00,0.73,0.00,0.59,0.94,90.00,0.00,0.00,0.49,0.49,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:15:17.20,99.9,99.9,999.9,001,0.00,0.00,0.29,0.29,0.00,0.37,0.00,0.24,0.44,90.00,0.00,-0.37,0.24,0.44,180.00,0.00,-0.73,0.39,0.83,180.00,0.37,-0.37,0.59,0.78,135.00,0.37,-0.37,0.49,0.71,135.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:15:17.73,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,0.37,0.00,0.24,0.44,90.00,0.00,-0.37,0.24,0.44,180.00,0.00,-0.73,0.39,0.83,180.00,0.37,-0.73,0.54,0.98,153.43,0.37,-0.37,0.49,0.71,135.00,0.37,-0.37,0.49,0.71,135.00,0.37,0.00,0.44,0.57,90.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00
