100,200,300,400,500,600,700,800,900,1000
Time,Temp.,Humin.,Pressure.,Az,H1_u,H1_v,H1_w,H1_ws,H1_wd,H2_u,H2_v,H2_w,H2_ws,H2_wd,H3_u,H3_v,H3_w,H3_ws,H3_wd,H4_u,H4_v,H4_w,H4_ws,H4_wd,H5_u,H5_v,H5_w,H5_ws,H5_wd,H6_u,H6_v,H6_w,H6_ws,H6_wd,H7_u,H7_v,H7_w,H7_ws,H7_wd,H8_u,H8_v,H8_w,H8_ws,H8_wd,H9_u,H9_v,H9_w,H9_ws,H9_wd,H10_u,H10_v,H10_w,H10_ws,H10_wd
20201120_09:36:06.16,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.83,-0.37,0.39,1.90,101.31,0.73,-0.37,0.24,0.85,116.57,0.37,-0.37,0.20,0.55,135.00,0.37,-0.37,0.49,0.71,135.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.29,0.29,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:06.69,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.24,0.44,90.00,0.37,-0.37,0.49,0.71,135.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.49,0.71,45.00,0.00,0.00,0.49,0.49,0.00
20201120_09:36:07.21,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.46,-0.37,0.44,1.57,104.04,0.73,0.00,0.20,0.76,90.00,0.73,0.00,0.29,0.79,90.00,0.37,-0.37,0.49,0.71,135.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.49,0.71,45.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:07.74,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.15,0.83,116.57,0.73,0.00,0.29,0.79,90.00,0.37,0.73,0.54,0.98,26.57,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.29,0.29,0.00,0.37,0.37,0.49,0.71,45.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:08.27,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,0.73,-0.37,0.34,0.89,116.57,0.73,-0.73,0.20,1.05,135.00,0.73,0.00,0.29,0.79,90.00,0.37,0.73,0.54,0.98,26.57,0.37,0.00,0.44,0.57,90.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.00,0.34,0.50,270.00,0.00,0.37,0.44,0.57,0.00,0.37,0.37,0.49,0.71,45.00
20201120_09:36:08.79,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,0.73,-0.37,0.34,0.89,116.57,0.73,-1.10,0.15,1.33,146.31,0.37,0.37,0.39,0.65,45.00,0.37,1.10,0.69,1.34,18.43,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.39,0.65,315.00,0.00,0.37,0.54,0.65,0.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:09.32,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,0.73,-0.37,0.34,0.89,116.57,0.73,-1.10,0.15,1.33,146.31,0.37,0.37,0.39,0.65,45.00,0.37,1.46,0.64,1.64,14.04,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.39,0.65,315.00,0.00,0.37,0.54,0.65,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:09.85,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.39,1.22,108.43,0.73,-1.10,0.15,1.33,146.31,0.37,0.00,0.34,0.50,90.00,0.00,0.73,0.59,0.94,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.49,0.71,45.00,0.00,0.37,0.54,0.65,0.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:10.37,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.39,1.22,108.43,0.73,-1.10,0.15,1.33,146.31,0.37,0.00,0.34,0.50,90.00,0.00,0.37,0.54,0.65,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.39,0.65,315.00,0.37,0.37,0.49,0.71,45.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:10.90,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,0.73,-0.37,0.34,0.89,116.57,0.73,-1.10,0.15,1.33,146.31,0.37,0.00,0.34,0.50,90.00,0.00,0.37,0.54,0.65,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.37,0.37,0.49,0.71,45.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:11.43,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,1.46,0.00,0.39,1.51,90.00,1.10,-1.10,0.20,1.56,135.00,0.37,0.00,0.34,0.50,90.00,0.00,0.37,0.54,0.65,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.49,0.71,45.00,0.37,0.37,0.49,0.71,45.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:11.96,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,1.10,0.00,0.44,1.18,90.00,1.10,-0.73,0.24,1.34,123.69,0.37,0.00,0.34,0.50,90.00,0.37,1.10,0.59,1.30,18.43,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:12.48,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,1.10,0.00,0.44,1.18,90.00,1.10,-0.73,0.24,1.34,123.69,0.37,-0.37,0.29,0.59,135.00,0.37,0.37,0.49,0.71,45.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:13.01,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,1.10,0.00,0.44,1.18,90.00,1.10,-0.73,0.24,1.34,123.69,0.37,-0.37,0.29,0.59,135.00,0.37,0.37,0.49,0.71,45.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.37,0.39,0.65,45.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:13.54,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,1.10,0.00,0.44,1.18,90.00,1.10,-0.73,0.24,1.34,123.69,0.37,-0.37,0.29,0.59,135.00,1.83,0.00,0.64,1.94,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.73,0.00,0.49,0.88,90.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:14.06,99.9,99.9,999.9,001,1.10,-0.37,0.39,1.22,108.43,1.46,-0.73,0.49,1.71,116.57,1.10,-1.10,0.29,1.58,135.00,0.37,-0.73,0.34,0.89,153.43,1.83,-0.37,0.69,1.99,101.31,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.18,0.00,0.42,0.45,90.00,0.73,0.00,0.49,0.88,90.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:14.59,99.9,99.9,999.9,001,0.55,-0.37,0.32,0.73,123.69,1.10,-0.73,0.44,1.39,123.69,1.10,-0.73,0.34,1.36,123.69,0.37,-0.37,0.39,0.65,135.00,0.37,0.00,0.54,0.65,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.73,0.00,0.49,0.88,90.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:15.12,99.9,99.9,999.9,001,0.55,0.00,0.27,0.61,90.00,1.10,-0.37,0.39,1.22,108.43,1.10,-0.73,0.34,1.36,123.69,0.37,-0.37,0.39,0.65,135.00,0.37,-0.37,0.59,0.78,135.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.39,0.65,45.00,0.37,-0.37,0.49,0.71,135.00,0.00,-0.37,0.44,0.57,180.00
20201120_09:36:15.64,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.39,1.22,108.43,0.73,-0.73,0.29,1.07,135.00,0.37,-0.37,0.39,0.65,135.00,1.10,-0.37,0.69,1.34,108.43,0.37,0.37,0.39,0.65,45.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.54,0.65,90.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:16.17,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.39,1.22,108.43,0.73,-0.73,0.29,1.07,135.00,0.37,-0.37,0.39,0.65,135.00,1.10,-0.37,0.69,1.34,108.43,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.44,0.57,90.00,0.37,0.00,0.54,0.65,90.00,0.73,0.00,0.49,0.88,90.00
20201120_09:36:16.70,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.39,1.22,108.43,0.73,-0.73,0.29,1.07,135.00,0.37,-0.37,0.39,0.65,135.00,1.10,-0.37,0.69,1.34,108.43,0.00,0.00,0.39,0.39,0.00,0.73,0.00,0.49,0.88,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.49,0.71,45.00,0.73,0.00,0.49,0.88,90.00
20201120_09:36:17.23,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.39,1.22,108.43,0.73,-0.73,0.29,1.07,135.00,0.37,0.00,0.34,0.50,90.00,1.10,0.00,0.64,1.27,90.00,0.37,0.00,0.44,0.57,90.00,0.73,0.00,0.49,0.88,90.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.49,0.71,45.00,0.73,0.00,0.49,0.88,90.00
20201120_09:36:17.75,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.73,0.00,0.69,1.00,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.49,0.71,45.00,0.73,0.00,0.49,0.88,90.00
20201120_09:36:18.28,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.73,0.00,0.69,1.00,90.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.49,0.71,45.00,0.00,0.73,0.49,0.88,0.00
20201120_09:36:18.81,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.73,0.00,0.69,1.00,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.54,0.65,0.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:19.33,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.73,0.00,0.69,1.00,90.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.44,0.57,0.00,0.37,0.00,0.44,0.57,90.00
20201120_09:36:19.86,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.73,0.37,0.64,1.04,63.43,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.37,0.49,0.71,315.00,0.37,0.37,0.49,0.71,45.00
20201120_09:36:20.39,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.73,0.37,0.64,1.04,63.43,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.59,0.78,315.00
20201120_09:36:20.91,99.9,99.9,999.9,001,0.37,0.37,0.29,0.59,45.00,1.46,-0.37,0.34,1.55,104.04,0.73,0.00,0.29,0.79,90.00,0.00,-0.37,0.34,0.50,180.00,0.73,0.37,0.64,1.04,63.43,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.59,0.78,315.00
20201120_09:36:21.44,99.9,99.9,999.9,001,0.37,0.00,0.24,0.44,90.00,1.46,-0.37,0.34,1.55,104.04,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.73,0.37,0.54,0.98,296.57
20201120_09:36:21.97,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.46,-0.37,0.34,1.55,104.04,1.10,-0.37,0.20,1.17,108.43,0.37,-0.37,0.29,0.59,135.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.73,0.37,0.54,0.98,296.57
20201120_09:36:22.50,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.46,-0.37,0.24,1.53,104.04,1.10,-0.37,0.20,1.17,108.43,0.37,-0.37,0.29,0.59,135.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.73,0.49,0.88,0.00
20201120_09:36:23.02,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.83,-0.37,0.29,1.89,101.31,1.10,-0.37,0.20,1.17,108.43,0.37,-0.37,0.29,0.59,135.00,0.00,0.37,0.54,0.65,0.00,-0.37,0.37,0.49,0.71,315.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.37,0.54,0.65,0.00
20201120_09:36:23.55,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.46,-0.37,0.24,1.53,104.04,1.10,-0.37,0.20,1.17,108.43,0.37,-0.37,0.29,0.59,135.00,0.00,0.00,0.49,0.49,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00
20201120_09:36:24.08,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.46,-0.37,0.24,1.53,104.04,1.10,-0.37,0.20,1.17,108.43,0.37,0.00,0.34,0.50,90.00,0.00,0.00,0.49,0.49,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.49,0.71,315.00
20201120_09:36:24.60,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.00,0.00,0.49,0.49,0.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:25.13,99.9,99.9,999.9,001,0.73,0.00,0.29,0.79,90.00,1.46,-0.37,0.24,1.53,104.04,0.73,-0.37,0.24,0.85,116.57,0.37,0.00,0.34,0.50,90.00,0.00,0.37,0.54,0.65,0.00,0.00,0.73,0.49,0.88,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:25.66,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.73,0.29,1.07,135.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.54,0.65,0.00,0.00,0.37,0.44,0.57,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.49,0.71,315.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:26.18,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,-0.37,0.29,1.19,108.43,0.73,-0.73,0.29,1.07,135.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.49,0.49,0.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.37,0.49,0.71,315.00,0.00,0.37,0.44,0.57,0.00
20201120_09:36:26.71,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,-0.37,0.29,1.19,108.43,1.83,-0.73,0.44,2.02,111.80,0.37,-0.37,0.49,0.71,135.00,0.73,-0.37,0.73,1.10,116.57,0.00,0.00,0.49,0.49,0.00,-0.37,-0.37,0.49,0.71,225.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.49,0.49,0.00
20201120_09:36:27.24,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,-0.37,0.29,1.19,108.43,1.83,-0.73,0.44,2.02,111.80,0.37,-0.37,0.49,0.71,135.00,0.73,-0.37,0.73,1.10,116.57,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.49,0.49,0.00
20201120_09:36:27.77,99.9,99.9,999.9,001,0.37,0.00,0.34,0.50,90.00,1.10,-0.37,0.29,1.19,108.43,1.10,-0.73,0.34,1.36,123.69,0.37,-0.37,0.49,0.71,135.00,0.37,-0.37,0.69,0.86,135.00,0.00,0.00,0.49,0.49,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.59,0.59,0.00,0.00,0.00,0.49,0.49,0.00
20201120_09:36:28.29,99.9,99.9,999.9,001,0.73,0.00,0.39,0.83,90.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.73,0.29,1.07,135.00,0.37,-0.37,0.49,0.71,135.00,0.37,0.00,0.64,0.73,90.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,-0.37,0.00,0.44,0.57,270.00,-0.37,0.00,0.54,0.65,270.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:28.82,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.73,0.29,1.07,135.00,0.00,-0.37,0.44,0.57,180.00,0.37,0.00,0.64,0.73,90.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,-0.37,0.00,0.44,0.57,270.00,0.00,0.00,0.49,0.49,0.00,-0.73,0.00,0.49,0.88,270.00
20201120_09:36:29.35,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.64,0.73,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.37,0.44,0.57,0.00,-0.73,0.37,0.54,0.98,296.57
20201120_09:36:29.87,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,1.10,0.00,0.34,1.15,90.00,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.37,0.00,0.64,0.73,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.37,0.44,0.57,0.00,-0.73,0.37,0.54,0.98,296.57
20201120_09:36:30.40,99.9,99.9,999.9,001,0.73,0.00,0.39,0.83,90.00,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.37,-0.37,0.59,0.78,135.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.37,0.44,0.57,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:30.93,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.73,0.00,0.49,0.88,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.37,0.39,0.65,45.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:31.45,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.34,0.50,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:31.98,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.24,0.85,116.57,0.00,-0.37,0.34,0.50,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.37,0.34,0.50,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:32.51,99.9,99.9,999.9,001,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.34,0.89,116.57,0.73,-0.37,0.24,0.85,116.57,0.37,-0.37,0.29,0.59,135.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:33.03,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,0.73,-0.37,0.34,0.89,116.57,0.73,-0.73,0.20,1.05,135.00,0.37,-0.37,0.29,0.59,135.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:33.56,99.9,99.9,999.9,001,0.00,-0.73,0.29,0.79,180.00,0.73,-0.37,0.34,0.89,116.57,0.73,-0.73,0.20,1.05,135.00,0.00,0.00,0.39,0.39,0.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:34.09,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,0.73,-0.37,0.34,0.89,116.57,0.73,-0.73,0.20,1.05,135.00,0.00,-0.37,0.34,0.50,180.00,0.37,0.00,0.44,0.57,90.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.34,0.50,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:34.62,99.9,99.9,999.9,001,0.37,-0.73,0.34,0.89,153.43,0.73,-0.37,0.34,0.89,116.57,0.73,-0.73,0.20,1.05,135.00,0.00,-0.37,0.34,0.50,180.00,0.00,0.00,0.49,0.49,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:35.14,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,-0.37,0.39,1.22,108.43,0.73,-0.73,0.20,1.05,135.00,0.00,-0.37,0.34,0.50,180.00,0.00,0.00,0.49,0.49,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,-0.37,0.44,0.57,180.00,0.00,0.00,0.39,0.39,0.00
20201120_09:36:35.67,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.10,-0.37,0.39,1.22,108.43,0.73,-1.10,0.24,1.34,146.31,0.00,-0.73,0.39,0.83,180.00,0.00,-0.37,0.54,0.65,180.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.00,0.00,0.39,0.39,0.00,0.37,0.18,0.56,0.70,63.43,0.00,0.00,0.39,0.39,0.00
20201120_09:36:36.20,99.9,99.9,999.9,001,0.00,-0.37,0.24,0.44,180.00,1.46,-0.37,0.44,1.57,104.04,0.73,-1.10,0.24,1.34,146.31,0.00,-1.10,0.34,1.15,180.00,0.73,0.00,0.69,1.00,90.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.37,-0.37,0.39,0.65,135.00,0.37,-0.37,0.49,0.71,135.00,0.00,0.37,0.54,0.65,0.00
20201120_09:36:36.72,99.9,99.9,999.9,001,0.37,-0.37,0.29,0.59,135.00,1.46,-0.37,0.44,1.57,104.04,0.73,-1.10,0.24,1.34,146.31,0.37,-1.10,0.29,1.19,161.57,0.73,-0.37,0.73,1.10,116.57,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00,0.37,-0.37,0.39,0.65,135.00,0.00,-0.37,0.44,0.57,180.00,0.00,-0.37,0.44,0.57,180.00
